"Mel Brooks","Madeline Kahn",NULL,"Mel Brooks","Twentieth Century Fox Film Corporation",NULL,"Chase H & Q  (1 Bush Street at Sansome)","Twentieth Century Fox Film Corporation",2002,"High Crimes","Mel Brooks"
"Michael J. Fox","Sally Field",NULL,"David R. Ellis","Buena Vista Pictures",NULL,"Pier 39 (Fisherman's Wharf)","Walt Disney Pictures",1996,"Homeward Bound II: Lost in San Francisco","Sheila Burnford"
"Angela Bassett","Taye Diggs",NULL,"Kevin Rodney Sullivan","Twentieth Century Fox Film Corporation",NULL,"Marriot Hotel (55 4th Street at Market)","Twentieth Century Fox Film Corporation",1998,"How Stella Got Her Groove Back","Terry McMillan"
"Eric Bana","Jennifer Connelly",NULL,"Ang Lee","Universal Pictures","Largely untouched by the 1906 earthquake\, Telegraph Hill has the most pre-1870 buildings in the city.","Telegraph Hill","Universal Pictures",2003,"Hulk","Stan Lee"
"Eric Bana","Jennifer Connelly",NULL,"Ang Lee","Universal Pictures",NULL,"Vallejo Street at Sansome","Universal Pictures",2003,"Hulk","Stan Lee"
"Eric Bana","Jennifer Connelly",NULL,"Ang Lee","Universal Pictures","With 23 miles of ladders and 300\,000 rivets in each tower\, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Golden Gate Bridge","Universal Pictures",2003,"Hulk","Stan Lee"
"Eric Bana","Jennifer Connelly",NULL,"Ang Lee","Universal Pictures","An artificial island\, Treasure Island was created for the 1939 Golden Gate International Exposition\, and is named after the novel by Robert Louis Stevenson\, a one-time San Francisco resident.","Treasure Island","Universal Pictures",2003,"Hulk","Stan Lee"
"James Franco","Emma Roberts","Zachary Quinto","Justin Kelly",NULL,NULL,"Flint & 16th (Castro)","That’s Hollywood",2015,"I Am Michael","Justin Kelly"
"James Franco","Emma Roberts","Zachary Quinto","Justin Kelly",NULL,NULL,"Grove & Polk\, thru Fulton & 6th\, Masonic\, 28th & 47th","That’s Hollywood",2015,"I Am Michael","Justin Kelly"
"James Franco","Emma Roberts","Zachary Quinto","Justin Kelly",NULL,NULL,"Ocean Beach @ Balboa","That’s Hollywood",2015,"I Am Michael","Justin Kelly"
"James Franco","Emma Roberts","Zachary Quinto","Justin Kelly",NULL,NULL,"4100 20th St","That’s Hollywood",2015,"I Am Michael","Justin Kelly"
"James Franco","Emma Roberts","Zachary Quinto","Justin Kelly",NULL,NULL,"Harvey Milk Plaza","That’s Hollywood",2015,"I Am Michael","Justin Kelly"
"James Franco","Emma Roberts","Zachary Quinto","Justin Kelly",NULL,NULL,"F Train","That’s Hollywood",2015,"I Am Michael","Justin Kelly"
NULL,NULL,NULL,"Chris Edgette",NULL,NULL,"1 Post Street","Banshee Cinema",2011,"I's","Kyle Tuck"
"Michael Fassbender","Kate Winslet","Seth Rogen","Danny Boyle","Universal Pictures",NULL,"Mission St and 5th St","RDF Productions LLC",2015,"Steve Jobs","Aaron Sorkin"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"222 Mason St. ","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Golden Gate Bridge","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Presidio Church at 130 Fisher Loop","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Tiburon Hiking Trail\, Tiburon\, CA","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Fort Funston","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Folsom Street Fair on Folsom St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Orphan Andy's","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"The Stud","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Mr. S Leather","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"2866 24th St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"24th and Church St. ","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Church and Duboce Muni Station","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"St. Francis Fountain","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Muni line N- Judah","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Sutro Baths  ","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Golden Gate Park","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Market & Church St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Willy's Barber Shop","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Jawbone at 99 Rhode Island St. ","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Urban Flowers","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"770 Haight St","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Eros","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Doc's Clock","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Starbucks at 333 O'Farrell St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Union Square","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"The Café at 2369 Market St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Castro St. from Market to 18th St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Bay Bridge","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Treasure Island","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"The Fairmont","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"1890 Clay St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"2000 Folsom","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Mission Arts Center","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"2413 Harrison St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Muddy Waters Coffee House","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Valencia St. from 16th to 17th","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"601 Buena Vista West","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Dolores Park","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Casa Lucas Market at 2934 24th St","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"Punjab","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Jonathan Groff","Frankie J. Alvarez","Murray Bartlett","Andrew Haigh","Home Box Office (HBO)",NULL,"BART from Civic Center to 24th St.","Mission Street Productions\, LLC",2014,"Looking","Michael Lannan"
"Eddie Murphy",NULL,NULL,"Thomas Carter","Buena Vista Pictures",NULL,"Bush Street at Jones","Touchstone Pictures",1997,"Metro","Randy Feldman"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features",NULL,"El Camino Del Mar","Focus Features",2008,"Milk","Dustin Lance Black"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features","An artificial island\, Treasure Island was created for the 1939 Golden Gate International Exposition\, and is named after the novel by Robert Louis Stevenson\, a one-time San Francisco resident.","Treasure Island","Focus Features",2008,"Milk","Dustin Lance Black"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features","From 1910-1920 the Castro was called \"Little Scandinavia\" because of its high concentration of residents of Scandinavian ancestry.","Market & Castro Street","Focus Features",2008,"Milk","Dustin Lance Black"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features",NULL,"Marine Fireman's Union Headquarters","Focus Features",2008,"Milk","Dustin Lance Black"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features",NULL,"Lower Haight Street","Focus Features",2008,"Milk","Dustin Lance Black"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features","Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.","Grace Cathedral Episcopal Church (1100 California Street)","Focus Features",2008,"Milk","Dustin Lance Black"
"Sean Penn","Emile Hirsch",NULL,"Gus Van Sant","Focus Features","With 23 miles of ladders and 300\,000 rivets in each tower\, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Golden Gate Bridge","Focus Features",2008,"Milk","Dustin Lance Black"
"Aaron Paul","Dominic Cooper","Imogen Poots","Scott Waugh","Walt Disney Studios Motion Pictures",NULL,"Embarcadero from Broadway to Folsom","Need For Speed Productions\, LLC",2014,"Need For Speed","George Gatins"
"Aaron Paul","Dominic Cooper","Imogen Poots","Scott Waugh","Walt Disney Studios Motion Pictures",NULL,"California St from Taylor to Powell","Need For Speed Productions\, LLC",2014,"Need For Speed","George Gatins"
"Aaron Paul","Dominic Cooper","Imogen Poots","Scott Waugh","Walt Disney Studios Motion Pictures",NULL,"Mason St from Pine to Sacramento","Need For Speed Productions\, LLC",2014,"Need For Speed","George Gatins"
"Aaron Paul","Dominic Cooper","Imogen Poots","Scott Waugh","Walt Disney Studios Motion Pictures",NULL,"Powell St. from Geary to Sacramento","Need For Speed Productions\, LLC",2014,"Need For Speed","George Gatins"
"Garrett Hedlund","Viggo Mortenson",NULL,"Walter Salles","IFC Films & Sundance Selects",NULL,"Bay Bridge","SPAD Films",2012,"On the Road","Jack Kerouac & Jose Rivera"
"Garrett Hedlund","Viggo Mortenson",NULL,"Walter Salles","IFC Films & Sundance Selects",NULL,"Sacramento & Montgomery Streets","SPAD Films",2012,"On the Road","Jack Kerouac & Jose Rivera"
"Garrett Hedlund","Viggo Mortenson",NULL,"Walter Salles","IFC Films & Sundance Selects",NULL,"2017 23rd Street","SPAD Films",2012,"On the Road","Jack Kerouac & Jose Rivera"
"Garrett Hedlund","Viggo Mortenson",NULL,"Walter Salles","IFC Films & Sundance Selects",NULL,"Filbert & Leavenworth Streets","SPAD Films",2012,"On the Road","Jack Kerouac & Jose Rivera"
"Melanie Griffith","Matthew Modine",NULL,"John Schlesinger","Twentieth Century Fox Film Corporation",NULL,"Texas & 19th Streets (Potrero Hill)","Morgan Creek Productions",1990,"Pacific Heights","Daniel Pyne"
"Amy Poehler",NULL,NULL,"Dean Holland","NBC Universal Media\, LLC",NULL,"Filbert from Hyde to Leavenworth","NBC Universal Media\, LLC",2014,"Parks and Recreation","Greg Daniels"
"Amy Poehler",NULL,NULL,"Dean Holland","NBC Universal Media\, LLC",NULL,"Columbus and Green","NBC Universal Media\, LLC",2014,"Parks and Recreation","Greg Daniels"
"Amy Poehler",NULL,NULL,"Dean Holland","NBC Universal Media\, LLC",NULL,"Larkin & Fulton","NBC Universal Media\, LLC",2014,"Parks and Recreation","Greg Daniels"
"Amy Poehler",NULL,NULL,"Dean Holland","NBC Universal Media\, LLC",NULL,"Embarcadero & Market","NBC Universal Media\, LLC",2014,"Parks and Recreation","Greg Daniels"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"1536 Noe St.","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Robin Williams","Philip Seymour Hoffman",NULL,"Tom Shadyac","Universal Pictures","An artificial island\, Treasure Island was created for the 1939 Golden Gate International Exposition\, and is named after the novel by Robert Louis Stevenson\, a one-time San Francisco resident.","Treasure Island","Bungalow 78 Productions",1998,"Patch Adams","Steve Oedekerk"
"Robin Williams","Philip Seymour Hoffman",NULL,"Tom Shadyac","Universal Pictures","The hotel was destroyed in the 1906 earthquake and fire\, had to be rebuilt\, and was reopened in 1909. ","Sheraton Palace Hotel (639 Market Street)","Bungalow 78 Productions",1998,"Patch Adams","Steve Oedekerk"
"Alicia Witt","Harvey Fierstein",NULL,"Matthew Huffman","Buena Vista Pictures","The Conservatory\, unveiled in 1879\, is the oldest public conservatory in the Western Hemisphere.","Conservatory of Flowers (Golden Gate Park)","The Bubble Factory",2000,"Playing Mona Lisa","Marni Freedman"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"24 Hill St.","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"21st St & Sanchez","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"4015 21st St","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Tank Hill Park","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Clement St. from 6th to 7th Ave. ","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Wine Impression","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Clement St. from 5th and 7th Ave. ","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Claire Lilienthal Elementary School","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Yerba Buena Gardens","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Tonga Room","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Cal-Mart Supermarket","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"McLaren Lodge","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Bechelli's Flower Market Café","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"923 Vermont St.","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Kara Hayward","Mira Sorvino","Saffron Burrows","Noah Pritzker",NULL,NULL,"Geary from 22nd Ave to Arguello","Frederick & Ashbury\, LLC.",2015,"Quitters","Noah Pritzker"
"Josh Kornbluth",NULL,NULL,"Doug Pray","Sundance Channel","Constructed in 1864 as a coastal defense site\, Fort Mason went on to serve as an army post for more than 100 years.","Magic Theater (Fort Mason\, Golden Gate National Recreation Area)","Hello Hooker Productions",2004,"Red Diaper Baby","Josh Kornbluth"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"York & 24th St.","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"2nd St & Howard","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Montgomery & Market Streets","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Broadway & Taylor","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Mason & Sacramento St","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Geary & 27th Ave","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Geary & 20th Ave","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Pioneer Park at Coit Tower","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Vallejo Street Garage","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"California & Davis St","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Radha Mitchell","Sterling Beaumon","Clifton Collins Jr.","Alon Aranya","American Broadcasting Company (ABC)",NULL,"Golden Gate Ave & Jones","Beyond Pix",2013,"Red Widow","Melissa Rosenberg"
"Anthony Rapp","Rosario Dawson",NULL,"Chris Columbus","Columbia Pictures","An artificial island\, Treasure Island was created for the 1939 Golden Gate International Exposition\, and is named after the novel by Robert Louis Stevenson\, a one-time San Francisco resident.","Treasure Island","Rent Productions LLC",2005,"Rent","Stephen Chbosky"
"Jet Li","Aaliyah",NULL,"Andrzej Bartkowiak","Warner Bros. Pictures","First established in the mid-19th Century\, SF's Chinatown is the oldest and largest Chinatown in the US.","Chinatown","Silver Pictures",2000,"Romeo Must Die","Mitchell Kapner"
"Jet Li","Aaliyah",NULL,"Andrzej Bartkowiak","Warner Bros. Pictures",NULL,"Embarcadero Street","Silver Pictures",2000,"Romeo Must Die","Mitchell Kapner"
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"2nd St. at Townsend St.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Jefferson St. at Powell St.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Characters walk down street and it's totally wrecked from a massive earthquake","Grant St. at Bush St.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Vallejo Garage Roof (Vallejo at Powell)","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","3 characters walk down the street. An earthquake shakes the city and stuff starts breaking. One character gets a shard of glass stuck in his leg.","Clay St. at Taylor","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Bay St. at Polk","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Intersection of Lombard and Hyde","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Mission between 3rd and 4th St.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Characters walk out of broken window of 555 California out to Kearny St. Splinter unit films a car driving into the garage at 555 California","555 California","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Broadway and Kearney","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Grant between Bush and Market","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Coit Tower","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"TransAmerica Pyramid (600 Montgomery Street)","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Washington Square","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Battery Spencer","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Bystanders watch as a tsunami crashes over them","Pier 43","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Characters watch from roof of garage as tsunami hits SF waterfront","Vallejo St. Garage\, 766 Vallejo St.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Fort Baker","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","3 characters run out of stadium\, there is a group of people on the sidewalk\, an earthquake hits\, and they duck for cover","AT&T Stadium","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","two paragliders land on the field of AT&T Park","AT&T Stadium","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Characters drive in a high speed picture boat to see different views of the city.","Water work in SF Bay","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.",NULL,"Stage Work\, 47 Julian St.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Characters walk to get a vantage point for Coit tower. 250 actors walking \"fleeing\" the city after earthquake","Hyde St. at Greenwich and Hyde St. at Lombard","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Dwayne Johnson",NULL,NULL,"Brad Peyton","Warner Bros.","Characters look for a form of communication with LA in a post-quake trashed city","Asia Star Fantasy\, 1126 Grant Ave.","Upside Down Productions\, Inc.",2015,"San Andreas","Allan Loeb "
"Maggie Cheung","Leon Lai",NULL,"Andrew Lau",NULL,"From 1910-1920 the Castro was called \"Little Scandinavia\" because of its high concentration of residents of Scandinavian ancestry.","The Castro","B.O.B and Partners",2000,"Sausalito",NULL
"Jamie Clayton",NULL,NULL,"The Wachowskis","Netflix","Re-enactment of \"Dyke's on Bikes\" and \"Dyke March\"","18th Street between Guerrero and Valencia Streets","Unpronounceable Productions\, LLC",2015,"Sense8","The Wachowskis"
"Jamie Clayton",NULL,NULL,"The Wachowskis","Netflix","Dialogue scene inside the café","Atlas Café\, 3049 20th St.","Unpronounceable Productions\, LLC",2015,"Sense8","The Wachowskis"
"Jamie Clayton",NULL,NULL,"The Wachowskis","Netflix","Ladies discuss their relationship in the mural alley","Clarion Alley between Valencia & Mission St.","Unpronounceable Productions\, LLC",2015,"Sense8","The Wachowskis"
